timestamp[ms],left_dx[um],left_dy[um],left_dt[us],right_dx[um],right_dy[um],right_dt[us],waterPin
0,-244863.453,-244848.516,50306.000,-244826.094,-244803.688,50304.000,0
51,-256853.750,-252685.156,100306.000,-255748.094,-249173.984,100304.000,0
101,-269628.438,-257518.625,150306.000,-266901.688,-251489.859,150304.000,0
151,-280796.969,-264772.562,200306.000,-279101.156,-252946.625,200304.000,0
201,-291756.344,-275119.344,250306.000,-291883.344,-254216.625,250304.000,0
251,-302334.688,-287341.219,300306.000,-304919.500,-257966.859,300304.000,0
301,-312741.219,-301243.969,350306.000,-317903.375,-262875.031,350304.000,0
351,-323513.812,-315004.812,400306.000,-330969.438,-267701.031,400304.000,0
401,-334099.625,-323581.031,450306.000,-343310.844,-272370.156,450304.000,0
451,-344782.562,-325762.438,500306.000,-352843.344,-274969.938,500304.000,0
502,-354979.906,-327936.375,550306.000,-361733.344,-277211.094,550304.000,0
551,-364400.344,-332485.969,600306.000,-372819.688,-280557.938,600304.000,0
601,-373633.969,-339276.750,650306.000,-383838.812,-283949.562,650304.000,0
651,-383009.562,-347666.219,700306.000,-394842.969,-287019.969,700304.000,0
701,-392123.688,-356444.156,750306.000,-406512.031,-288611.219,750304.000,0
751,-401536.625,-364833.625,800306.000,-416985.781,-289754.219,800304.000,0
801,-410635.781,-373910.375,850306.000,-427369.906,-291905.750,850304.000,0
851,-419361.438,-382396.969,900306.000,-437821.250,-294580.219,900304.000,0
901,-428893.906,-387499.375,950306.000,-447152.031,-297000.688,950304.000,0
951,-438762.562,-389523.906,1000306.000,-455593.781,-298322.969,1000304.000,0
1001,-448309.969,-395089.500,1050306.000,-464872.250,-299383.812,1050304.000,0
1051,-458051.625,-403957.094,1100306.000,-476152.844,-299817.094,1100304.000,0
1101,-468204.156,-412720.094,1150306.000,-486940.375,-299944.094,1150304.000,0
1151,-477886.031,-419585.562,1200306.000,-497100.375,-300213.031,1200304.000,0
1201,-487164.500,-425054.031,1250306.000,-506543.188,-300997.438,1250304.000,0
1251,-495830.375,-430350.688,1300306.000,-515410.781,-302917.406,1300304.000,0
1301,-504048.031,-436162.781,1350306.000,-524554.812,-306174.562,1350304.000,0
1351,-512773.656,-441683.562,1400306.000,-534206.812,-309655.875,1400304.000,0
1401,-522209.031,-445605.625,1450306.000,-543813.938,-312300.438,1450304.000,0
1451,-532032.875,-448070.906,1500306.000,-552808.562,-314466.906,1500304.000,0
1501,-541602.688,-450528.719,1550306.000,-561653.750,-316835.094,1550304.000,0
1551,-551045.500,-454338.719,1600306.000,-570581.062,-318545.875,1600304.000,0
1601,-559442.438,-458694.094,1650306.000,-579359.000,-321698.438,1650304.000,0
1651,-566307.875,-462750.625,1700306.000,-587165.812,-327241.625,1700304.000,0
1701,-571612.000,-466104.906,1750306.000,-593538.188,-334211.688,1750304.000,0
1751,-575287.562,-469444.250,1800306.000,-598707.812,-340352.500,1800304.000,0
1801,-578978.000,-474150.719,1850306.000,-603332.125,-344677.969,1850304.000,0
1851,-581704.812,-477706.719,1900306.000,-606619.188,-348121.906,1900304.000,0
1901,-583863.812,-479357.719,1950306.000,-608897.750,-349787.844,1950304.000,0
1951,-584685.562,-479537.031,2000306.000,-609951.062,-350191.281,2000304.000,0
2001,-584461.438,-478752.625,2050306.000,-609570.062,-350564.812,2050304.000,0
2052,-581772.000,-481688.562,2100306.000,-608367.312,-354486.844,2100304.000,0
2101,-577013.250,-491243.438,2150306.000,-608927.625,-363369.375,2150304.000,0
2151,-572157.375,-504414.094,2200306.000,-610115.438,-372610.500,2200304.000,0
2201,-567839.375,-515238.969,2250306.000,-610406.812,-378549.625,2250304.000,0
2251,-563872.500,-519870.719,2300306.000,-609532.750,-383592.281,2300304.000,0
2301,-559883.188,-519198.375,2350306.000,-607523.125,-386094.906,2350304.000,0
2351,-556536.375,-517256.031,2400306.000,-604983.125,-387320.094,2400304.000,0
2401,-552950.500,-516523.906,2450306.000,-602278.812,-389098.094,2450304.000,0
2451,-548998.562,-517196.250,2500306.000,-600007.750,-391286.969,2500304.000,0
2501,-544994.312,-516538.844,2550306.000,-596967.188,-392556.969,2550304.000,0
2551,-539256.875,-514125.844,2600306.000,-592671.625,-396366.969,2600304.000,0
2601,-530538.750,-510293.438,2650306.000,-588480.625,-401641.219,2650304.000,0
2651,-521887.781,-506139.781,2700306.000,-583654.625,-405361.562,2700304.000,0
2701,-511466.312,-501709.719,2750306.000,-577401.750,-409933.562,2750304.000,0
2751,-498504.844,-498661.719,2800306.000,-570073.062,-416500.219,2800304.000,0
2801,-483294.719,-500275.375,2850306.000,-564343.125,-424254.688,2850304.000,0
2851,-468181.719,-505026.656,2900306.000,-558426.438,-430350.688,2900304.000,0
2901,-455182.906,-508687.250,2950306.000,-549895.000,-431441.375,2950304.000,0
2951,-442161.688,-510502.625,3000306.000,-539234.500,-432688.969,3000304.000,0
3001,-427399.781,-511600.781,3050306.000,-528417.062,-438321.781,3050304.000,0
3051,-411524.781,-512601.844,3100306.000,-518772.562,-446614.156,3100304.000,0
3101,-394282.688,-515829.156,3150306.000,-507678.719,-457087.906,3150304.000,0
3151,-376032.031,-520356.312,3200306.000,-498661.719,-465223.375,3200304.000,0
3201,-358289.375,-526474.750,3250306.000,-489809.094,-471521.094,3250304.000,0
3251,-340195.625,-531315.688,3300306.000,-480769.688,-478274.500,3300304.000,0
3301,-322385.750,-532518.438,3350306.000,-470505.094,-484280.844,3350304.000,0
3351,-304000.625,-531099.000,3400306.000,-458649.250,-491549.719,3400304.000,0
3401,-283882.344,-530889.875,3450306.000,-447435.906,-498841.031,3450304.000,0
3451,-264369.156,-530755.375,3500306.000,-433854.375,-506124.844,3500304.000,0
3501,-244512.344,-532271.875,3550306.000,-419316.625,-513147.188,3550304.000,0
3551,-224274.516,-533489.625,3600306.000,-406616.625,-519310.438,3600304.000,0
3601,-204305.641,-530643.312,3650306.000,-391040.438,-524973.125,3650304.000,0
3651,-183836.219,-526175.875,3700306.000,-372797.281,-531315.688,3700304.000,0
3701,-159609.109,-525966.750,3750306.000,-355958.562,-540967.688,3750304.000,0
3751,-133275.281,-527864.250,3800306.000,-342369.562,-550462.812,3800304.000,0
3801,-108293.641,-532002.938,3850306.000,-326748.562,-558314.375,3850304.000,0
3851,-82490.227,-535678.500,3900306.000,-310612.094,-565605.688,3900304.000,0
3901,-55835.172,-537023.188,3950306.000,-294445.750,-572964.188,3950304.000,0
3951,-28955.998,-535648.625,4000306.000,-275791.688,-580300.312,4000304.000,0
4001,-2689.412,-533482.125,4050306.000,-254859.094,-588219.125,4050304.000,0
